# Quasar data set provided bei Risaliti & Lusso, Nature Astronomy, 2018. See also companion publication
# xz       xlo        xlx        xfo        xfx         xefx      namex               
  1.2147   30.65231   26.43305   -27.2784   -31.49766   0.03009   215419.70-091753.5  
  1.2154   30.7717    26.48287   -27.1597   -31.44853   0.03153   084149.67+194429.6  
  1.2161   30.52429   26.2569    -27.4077   -31.67509   0.06462   115806.43+280403.9  
  1.2206   31.12583   26.61842   -26.8101   -31.31751   0.09385   090349.62+143654.8  
  1.2237   30.29366   26.5572    -27.645    -31.38146   0.01764   124728.48+671724.9  
  1.2244   30.85555   27.07098   -27.0837   -30.86827   0.01986   084528.62+430520.0  
  1.2329   30.47861   26.85564   -27.4681   -31.09107   0.01781   133240.61+502434.8  
  1.237    30.2729    26.79238   -27.6774   -31.15792   0.02588   125502.97+564953.0  
  1.2396   30.55766   26.17924   -27.3949   -31.77333   0.06132   113627.84+153839.3  
  1.2407   30.51096   26.24883   -27.4425   -31.70462   0.0611    151055.54+052713.0  
  1.2408   30.58758   26.81924   -27.366    -31.13434   0.03959   095924.46+015954.3  
  1.2415   30.92849   26.54457   -27.0257   -31.40962   0.0528    120059.70+313900.0  
  1.2441   30.67672   26.7719    -27.2797   -31.18452   0.05534   150843.50+010725.5  
  1.2447   30.75406   26.6123    -27.2029   -31.34466   0.02295   075751.73+374554.3  
  1.2466   31.07037   26.48299   -26.8882   -31.47559   0.03293   123217.45+123358.9  
  1.2532   30.84616   26.48591   -27.1181   -31.47834   0.02657   094345.20+465154.7  
  1.254    30.50087   26.78753   -27.4641   -31.17744   0.02013   112522.52+144635.9  
  1.2552   30.70809   26.52852   -27.2579   -31.43747   0.08731   025257.17-010220.8  
  1.2633   30.08801   26.46689   -27.8849   -31.50603   0.02796   084905.07+445714.8  
  1.2649   30.90362   26.75774   -27.0706   -31.21648   0.01899   023402.08-084314.6  
  1.2673   30.92117   26.88785   -27.0551   -31.08842   0.05007   120150.69+064400.5  
  1.2689   30.6077    26.80315   -27.3699   -31.17445   0.03366   111849.73+402228.4  
  1.2692   30.26676   26.13514   -27.7111   -31.84272   0.06371   103125.50+651058.7  
  1.2748   30.79883   26.79748   -27.1838   -31.18515   0.05518   151505.12+041012.2  
  1.2787   30.59567   26.40377   -27.3902   -31.58211   0.0432    122703.37+125402.0  
  1.2818   30.58528   26.92825   -27.4032   -31.06024   0.01624   011537.72+002028.6  
  1.2819   30.46456   26.99014   -27.524    -30.99842   0.0139    084107.29+195006.9  
  1.2838   30.58311   26.63297   -27.4071   -31.35724   0.04598   122742.98+013438.3  
  1.2859   31.10617   26.89076   -26.8858   -31.10121   0.01107   100717.23+124543.8  
  1.2864   30.44497   26.66198   -27.5474   -31.33038   0.0208    105050.14+573820.0  
  1.2886   30.3874    26.29503   -27.6068   -31.69917   0.05664   151453.86+561031.9  
  1.2914   31.37423   27.14473   -26.6223   -30.85179   0.00805   095847.88+690532.7  
  1.2936   29.96465   26.50329   -28.0337   -31.49506   0.0325    011905.92+003531.6  
  1.2958   31.12609   26.43671   -26.8741   -31.56347   0.05746   080004.54+184935.1  
  1.297    30.07624   26.56254   -27.9249   -31.4386    0.02633   100226.33+021923.1  
  1.2992   31.04409   27.00365   -26.9589   -30.99935   0.01953   095701.45+685500.5  
  1.2996   30.55711   26.63051   -27.4462   -31.37279   0.02863   123219.82+123517.8  
  1.3002   30.5151    26.27537   -27.4887   -31.72843   0.05123   090429.45+340544.9  
  1.3006   30.40273   26.4189    -27.6014   -31.58524   0.02612   165046.31+345138.3  
  1.31     30.65523   26.86049   -27.3567   -31.15144   0.02324   092633.42+304535.3  
  1.3153   30.81365   26.62144   -27.2026   -31.39481   0.03642   155840.71+272756.9  
  1.3191   30.74255   26.72537   -27.2768   -31.29399   0.04608   011633.70+000625.4  
  1.3215   30.62099   26.65731   -27.4003   -31.36398   0.03053   100024.64+023149.0  
  1.324    30.42744   26.72805   -27.5959   -31.29529   0.04312   094053.92+032442.7  
  1.3291   30.59539   26.10363   -27.432    -31.92376   0.05167   093639.11+611918.0  
  1.3324   30.15368   26.45299   -27.8764   -31.57709   0.0378    001808.70-005710.2  
  1.3328   30.56379   26.74953   -27.4666   -31.28087   0.04684   122236.47+000229.5  
  1.3362   30.96175   26.72624   -27.0714   -31.30691   0.0359    144727.50+403206.3  
  1.3433   30.28251   26.57532   -27.7563   -31.46349   0.02267   143826.62+641312.5  
  1.3437   30.56467   26.88966   -27.4745   -31.14951   0.0117    124406.96+113524.2  
  1.3438   31.51178   27.28694   -26.5275   -30.75233   0.02454   230609.22+000844.1  
  1.3441   31.12193   26.98606   -26.9176   -31.05346   0.04225   083705.30+062336.3  
  1.3472   30.63645   26.24158   -27.4055   -31.80037   0.05861   090318.87+150949.8  
  1.3521   30.77327   26.81408   -27.2726   -31.23179   0.03502   115812.49+260746.4  
  1.3522   30.69424   27.10315   -27.3517   -30.94279   0.0174    154606.64+022434.0  
  1.3574   30.36322   26.48019   -27.6868   -31.56983   0.03953   001731.27-004859.3  
  1.3581   30.73544   26.87821   -27.3152   -31.17242   0.05658   100040.86+154839.9  
  1.3594   30.78576   26.55096   -27.2659   -31.5007    0.0612    123516.52+373306.8  
  1.3597   30.72678   26.32687   -27.3251   -31.72501   0.07636   124719.50+023842.0  
  1.3636   30.56313   26.56531   -27.4918   -31.48962   0.04483   141745.75+250243.5  
  1.3641   30.40435   26.23507   -27.651    -31.82029   0.0568    150410.43+102339.6  
  1.3674   30.19725   26.49926   -27.8607   -31.55869   0.04718   010702.23+005541.8  
  1.3681   30.30969   26.53067   -27.7488   -31.52782   0.05376   160454.72+235239.1  
  1.3699   30.62037   26.68655   -27.4395   -31.37331   0.03719   132425.84+135514.4  
  1.372    30.77207   27.07785   -27.2895   -30.98372   0.02337   150819.57+010207.1  
  1.3756   30.57949   26.0877    -27.4849   -31.97668   0.07867   123106.26+175351.8  
  1.3763   31.08082   26.68884   -26.9841   -31.37608   0.02921   171007.49+641240.9  
  1.3856   30.95776   26.83573   -27.1144   -31.23644   0.04383   150452.41+474132.3  
  1.3859   31.0918    26.56424   -26.9806   -31.50816   0.08471   120440.77+274418.1  
  1.3938   30.66267   26.70067   -27.4158   -31.3778    0.05489   135420.52+401238.5  
  1.3984   30.6668    26.95839   -27.4152   -31.12362   0.03094   135639.12+051950.9  
  1.3989   30.94192   26.84642   -27.1405   -31.236     0.03789   121248.94+013727.1  
  1.4012   30.38753   26.38505   -27.6966   -31.69908   0.03161   030641.67+000108.1  
  1.4021   30.27695   26.29947   -27.8079   -31.78538   0.06136   033746.72+003509.8  
  1.4035   30.83129   26.66979   -27.2546   -31.41611   0.05897   101823.62-000527.7  
  1.4037   30.17572   26.60633   -27.9103   -31.47969   0.03595   100055.39+023441.3  
  1.4043   30.58654   26.68849   -27.5      -31.39805   0.04474   073708.12+303914.2  
  1.4056   30.6562    26.6326    -27.4313   -31.4549    0.05509   151402.98+365700.6  
  1.408    30.45927   26.809     -27.6301   -31.28036   0.02087   095852.15+025156.3  
  1.4112   30.87387   26.58762   -27.2179   -31.50414   0.08119   085232.42+331725.1  
  1.4131   31.39806   27.04756   -26.6952   -31.0457    0.01949   123116.40+120023.8  
  1.4158   30.72455   26.70889   -27.3707   -31.38636   0.0217    134655.04+074143.1  
  1.4252   30.37087   26.79108   -27.7315   -31.31129   0.0211    150545.63+014146.8  
  1.4272   30.5997    26.60715   -27.5042   -31.49675   0.04649   140605.71+222146.6  
  1.4402   30.78609   26.65303   -27.3275   -31.46056   0.04628   152050.45+074548.4  
  1.4414   30.53941   26.82127   -27.5751   -31.29325   0.044     145204.21+165143.8  
  1.4423   31.26493   26.98904   -26.8502   -31.12609   0.05237   152115.68+073029.5  
  1.4428   30.85905   26.66018   -27.2565   -31.45537   0.05073   013723.00-001746.5  
  1.444    30.6758    26.88322   -27.4406   -31.23317   0.04441   095529.86+614125.3  
  1.4478   30.53952   26.49566   -27.5797   -31.62356   0.06855   100625.49+124145.5  
  1.4514   30.71102   26.9422    -27.4109   -31.17972   0.04644   153617.24+544709.9  
  1.4545   31.36119   27.04117   -26.763    -31.08302   0.061     152801.66+355316.8  
  1.4571   30.7005    26.89739   -27.4256   -31.22871   0.03873   171130.46+633602.3  
  1.4582   30.63463   26.60059   -27.4923   -31.52634   0.04043   124255.31+024956.9  
  1.4613   30.57519   26.74066   -27.554    -31.38853   0.04049   075003.24+332855.6  
  1.4654   30.83955   26.83772   -27.2927   -31.29453   0.03651   133135.20-014430.2  
  1.4684   30.67221   26.71889   -27.4622   -31.41552   0.04304   104647.23+134149.9  
  1.4729   30.10221   26.5979    -28.0355   -31.53981   0.05127   001109.60+004545.6  
  1.4784   31.91618   27.41714   -26.2255   -30.72453   0.0152    163201.11+373749.9  
  1.4845   31.0641    26.34672   -27.082    -31.79937   0.06792   143117.07+281840.3  
  1.4863   30.64709   26.43633   -27.5003   -31.71106   0.06582   142335.86+383408.1  
  1.4901   30.89984   26.88661   -27.2503   -31.26353   0.05107   131119.38+313919.9  
  1.4905   30.29919   26.52016   -27.8512   -31.63023   0.02448   221751.29+001146.4  
  1.4911   30.90432   26.91934   -27.2465   -31.23149   0.02489   094833.74+002458.4  
  1.4974   30.73035   26.6785    -27.425    -31.47685   0.06092   113322.92+274546.4  
  1.4992   31.20143   27.08159   -26.9552   -31.07505   0.01969   104401.13+212803.9  
  1.5013   30.84539   26.67508   -27.3128   -31.48311   0.0602    121932.90-032707.0  
  1.5018   30.29722   26.92614   -27.8613   -31.23238   0.02417   205033.87-005811.3  
  1.5018   30.92482   26.4921    -27.2337   -31.66641   0.08526   115825.02+281742.1  
  1.5035   30.68327   26.15045   -27.4765   -32.00932   0.10808   011923.26+000507.8  
  1.5081   30.57328   26.75483   -27.5897   -31.40816   0.03821   100234.32+015011.1  
  1.5092   30.2134    26.42499   -27.9504   -31.73881   0.04294   100219.49+015537.0  
  1.5106   30.75266   27.02222   -27.4121   -31.14254   0.02394   090807.24+141219.4  
  1.5126   32.11098   27.79622   -26.0552   -30.36997   0.00529   081331.28+254503.0  
  1.5154   30.88547   26.62771   -27.2827   -31.54046   0.04213   132607.07+655543.4  
  1.5202   30.76994   26.90478   -27.4016   -31.26676   0.03085   030357.45-010907.4  
  1.5206   30.66515   26.47261   -27.5067   -31.69924   0.05455   172134.91+320653.6  
  1.5218   30.64203   26.863     -27.5307   -31.30973   0.04922   162855.61+394034.2  
  1.5226   30.76028   26.67169   -27.413    -31.50159   0.10275   004102.34-085408.0  
  1.5234   30.6689    26.73806   -27.5049   -31.43574   0.04472   110934.15+611421.4  
  1.5251   30.65563   26.78113   -27.5194   -31.3939    0.04288   142502.97+264850.3  
  1.5253   30.82835   26.70597   -27.3468   -31.46918   0.04579   141325.92+435146.5  
  1.53     30.40174   26.23948   -27.7767   -31.93895   0.0778    121111.18+393320.7  
  1.5307   30.84143   27.02339   -27.3375   -31.15555   0.02334   100248.94+325130.8  
  1.5316   30.19909   26.37452   -27.9805   -31.80507   0.04857   011457.36+003329.3  
  1.5337   30.75308   27.01928   -27.428    -31.1618    0.02245   143055.18+243830.7  
  1.5365   31.16148   26.97827   -27.0215   -31.20471   0.02719   141624.67+231614.5  
  1.5447   30.8827    26.45412   -27.306    -31.73458   0.05244   165108.84+345633.7  
  1.5498   30.74282   26.44402   -27.4494   -31.7482    0.07289   145135.77+271400.6  
  1.5519   30.8044    26.49575   -27.3893   -31.69794   0.08946   220632.56-001844.1  
  1.5525   30.55011   26.49865   -27.644    -31.69546   0.05728   114336.11+200742.3  
  1.5526   30.89597   26.88703   -27.2982   -31.30714   0.03559   133200.53+110756.9  
  1.5529   30.63804   26.59886   -27.5563   -31.59549   0.07986   151540.50+043032.0  
  1.5591   31.13912   26.61576   -27.0595   -31.58286   0.05185   141513.54+112215.7  
  1.563    30.2621    26.76787   -27.9392   -31.43342   0.03751   100058.84+015400.2  
  1.5633   30.97864   27.01465   -27.2229   -31.18689   0.04016   142406.74+383714.3  
  1.5652   30.84639   26.97604   -27.3564   -31.22676   0.04315   095908.68+025423.9  
  1.5653   31.0933    26.83588   -27.1096   -31.36702   0.06323   073635.93+304249.0  
  1.5672   30.6901    26.10415   -27.5141   -32.10006   0.06553   094129.99+043759.0  
  1.5674   30.64662   26.58748   -27.5577   -31.61684   0.05339   133720.81+520227.8  
  1.569    31.29293   27.08475   -26.9125   -31.12068   0.04018   004315.08+011445.6  
  1.5695   30.96814   27.00316   -27.2376   -31.20258   0.01989   153932.44+055529.4  
  1.5741   30.65569   26.96822   -27.5532   -31.24067   0.03267   131132.83+220401.0  
  1.5784   30.60421   26.42553   -27.6076   -31.78628   0.06382   125949.33+312825.1  
  1.5815   30.92952   27.06116   -27.2844   -31.15276   0.03126   163918.07+435044.6  
  1.5831   30.49867   26.32506   -27.7163   -31.8899    0.07742   102341.58+434743.3  
  1.585    31.08888   26.82081   -27.1274   -31.39548   0.04917   145725.14+223132.7  
  1.5913   31.06142   27.26591   -27.1591   -30.95461   0.01427   170930.79+641002.9  
  1.5917   30.62347   26.68101   -27.5973   -31.53976   0.08016   091519.29+294355.8  
  1.5949   30.70702   26.91731   -27.5159   -31.30561   0.03104   115726.17+434953.7  
  1.5951   31.33238   27.31689   -26.8907   -30.9062    0.01545   161245.68+511816.9  
  1.5971   31.00874   26.86879   -27.2157   -31.35565   0.03779   084943.71+450024.2  
  1.604    30.81654   26.69502   -27.4125   -31.53401   0.0969    133922.43+150413.8  
  1.6042   30.88345   26.84452   -27.3457   -31.38464   0.0533    145733.46-011409.0  
  1.6046   30.71692   26.78897   -27.5125   -31.44045   0.03364   085851.99+274738.3  
  1.6097   30.81724   26.60333   -27.4156   -31.62951   0.0595    114038.95+031429.4  
  1.6097   31.04462   26.93499   -27.1882   -31.29784   0.03749   233228.21+000032.8  
  1.6102   30.5937    26.66724   -27.6395   -31.56596   0.03395   124214.06+024224.1  
  1.6115   30.68013   26.5151    -27.5539   -31.71893   0.04187   100111.03+251813.1  
  1.6132   31.28535   27.14812   -26.9498   -31.08702   0.01985   033623.76-064947.9  
  1.616    30.84412   26.85407   -27.3929   -31.38295   0.04226   010603.86+010506.1  
  1.6199   30.54847   26.68172   -27.6911   -31.55785   0.03625   100140.09+683734.9  
  1.6227   30.72576   26.68436   -27.5157   -31.5571    0.03108   082238.77+224318.9  
  1.6228   30.80312   26.7281    -27.4384   -31.51342   0.0362    110826.57+340140.5  
  1.6233   30.78123   26.35917   -27.4606   -31.88266   0.07033   122752.60+080526.5  
  1.6243   30.68092   26.23037   -27.5616   -32.01215   0.04985   085027.87+002254.7  
  1.6244   31.45347   27.13606   -26.7891   -31.10651   0.02809   135023.68+265243.1  
  1.6287   31.56679   27.48171   -26.6786   -30.76369   0.04783   004149.64-094705.0  
  1.6291   30.32407   26.24704   -27.9216   -31.99863   0.09068   095957.97+014327.4  
  1.6298   30.73109   26.91101   -27.515    -31.33508   0.0368    074545.01+392700.9  
  1.6402   31.35904   26.86692   -26.8939   -31.38602   0.03893   161706.88+122606.4  
  1.6427   30.57836   26.77959   -27.6762   -31.47497   0.05931   100245.35+033525.5  
  1.6472   31.18007   27.20614   -27.0774   -31.05133   0.02892   131817.64+324052.9  
  1.6507   30.96137   26.89985   -27.2984   -31.35992   0.02852   121753.12+294304.6  
  1.655    31.01613   26.81958   -27.2464   -31.44295   0.10879   080811.29+203906.4  
  1.6578   30.31144   26.59589   -27.9529   -31.66845   0.05517   233314.58+000358.6  
  1.6607   30.9265    26.50714   -27.3397   -31.75906   0.06962   112836.93+171425.0  
  1.6609   31.06426   26.83217   -27.2021   -31.43419   0.0386    131209.39+172206.8  
  1.6667   31.05136   26.89615   -27.2187   -31.37392   0.03426   125708.44+271330.6  
  1.6681   30.90087   27.02843   -27.3701   -31.24253   0.03153   122515.65+124441.0  
  1.6696   31.34743   27.41961   -26.9245   -30.85231   0.01376   014050.62-004405.0  
  1.6711   30.49267   27.14822   -27.7802   -31.12465   0.0157    092633.60+362450.7  
  1.6734   30.68118   26.772     -27.5932   -31.50238   0.03312   121129.35+392513.6  
  1.6744   30.49966   26.77422   -27.7753   -31.50075   0.03989   094016.43+033424.2  
  1.6776   30.70313   26.27914   -27.5739   -31.99789   0.09065   085640.24+000723.4  
  1.6782   30.80253   27.24393   -27.4749   -31.0335    0.02395   114229.22+264012.4  
  1.6823   30.91574   26.89184   -27.3643   -31.3882    0.04262   125206.95+272717.4  
  1.6851   30.89079   26.74496   -27.391    -31.53683   0.09302   212849.04+000447.6  
  1.6938   31.246     27.03561   -27.0413   -31.25168   0.07631   011301.83+000633.4  
  1.6997   31.23774   26.70861   -27.0533   -31.58243   0.03542   075546.18+391256.7  
  1.7024   30.6307    26.16887   -27.662    -32.12383   0.12527   121344.51+025735.8  
  1.7039   30.92776   26.8269    -27.3659   -31.46676   0.02914   083843.50+200026.9  
  1.7083   31.18103   26.87225   -27.1154   -31.42419   0.11368   145225.95+375805.8  
  1.7084   31.32886   27.00589   -26.9676   -31.29057   0.08775   014812.23+000153.3  
  1.7099   30.91462   26.74003   -27.3828   -31.55739   0.11901   134628.21+263351.0  
  1.7107   30.6703    26.69457   -27.6276   -31.60332   0.08029   091456.18+084314.7  
  1.7182   31.00161   26.79755   -27.301    -31.50506   0.04242   085257.62+181105.7  
  1.7249   31.38112   26.55531   -26.9256   -31.75141   0.1161    095352.69+080103.6  
  1.7299   30.90773   26.85257   -27.4021   -31.45725   0.06843   132117.56+340752.8  
  1.7355   32.01479   27.79504   -26.2985   -30.51825   0.0062    111816.94+074558.2  
  1.7386   30.65422   26.82909   -27.661    -31.48613   0.06235   082307.17+155925.4  
  1.7389   31.00849   26.64111   -27.3069   -31.67428   0.12578   163545.42+403016.7  
  1.7391   30.66123   26.25308   -27.6543   -32.06245   0.0958    133551.01+515346.2  
  1.7521   31.01148   26.66416   -27.312    -31.65932   0.08822   122144.62-001141.8  
  1.753    30.93852   27.4562    -27.3855   -30.86782   0.02014   141141.96+140233.9  
  1.7649   30.74945   26.3695    -27.5818   -31.96175   0.11926   100909.21+535102.3  
  1.7695   31.13508   27.16725   -27.1989   -31.16673   0.02384   124615.77+673032.7  
  1.7709   30.28922   26.62456   -28.0456   -31.71026   0.06434   094111.05+044416.5  
  1.7744   30.80933   26.50788   -27.5276   -31.82905   0.09356   141706.42+232030.7  
  1.7771   30.67099   26.9121    -27.6676   -31.42649   0.04362   132531.79+301715.6  
  1.778    30.83663   27.17982   -27.5025   -31.15931   0.04582   094132.60+344118.1  
  1.7829   31.16996   27.24767   -27.1721   -31.0944    0.04742   103208.08+503100.6  
  1.7887   31.02285   27.07039   -27.3227   -31.27516   0.05203   125015.98+264337.6  
  1.789    30.40682   26.74758   -27.9389   -31.59814   0.04797   124126.57+323925.3  
  1.7938   30.93724   26.91869   -27.4113   -31.42984   0.03757   122134.72+275626.6  
  1.7969   30.8193    26.66446   -27.5311   -31.68594   0.0353    121740.15+374749.2  
  1.8006   31.51062   26.83789   -26.842    -31.51473   0.04685   122528.45+131725.4  
  1.8011   30.58219   26.98047   -27.7707   -31.37242   0.04447   100302.92+015208.5  
  1.8019   30.57668   26.80552   -27.7767   -31.54786   0.04891   021416.95-005229.1  
  1.8068   30.26094   26.62099   -28.0953   -31.73525   0.04042   024055.81-081953.3  
  1.8079   30.47203   26.87391   -27.8849   -31.48302   0.04125   113154.35+311137.7  
  1.8099   31.22042   27.1192    -27.1377   -31.23891   0.04804   011309.06+153553.6  
  1.8125   30.78195   26.30004   -27.5777   -32.05961   0.13884   125535.12+565239.5  
  1.8155   30.71997   26.84016   -27.6414   -31.52122   0.02207   102350.94+041542.0  
  1.8169   31.50892   27.50022   -26.8533   -30.86199   0.02978   123034.20+073305.3  
  1.82     30.87794   26.97785   -27.4861   -31.3862    0.06735   073601.46+434455.3  
  1.8227   31.08009   26.95477   -27.2855   -31.41082   0.03828   142959.90+475523.8  
  1.8228   31.37536   27.34649   -26.9903   -31.01917   0.01948   144259.91-003724.9  
  1.8259   31.29328   26.85209   -27.0742   -31.51539   0.05733   172122.82+575029.4  
  1.8301   31.41112   27.27697   -26.9588   -31.09295   0.01648   090404.15+151254.5  
  1.8386   30.37055   26.19116   -28.0043   -32.18369   0.10291   100120.26+023341.3  
  1.839    31.11498   26.93121   -27.2601   -31.44388   0.04599   123627.57+263151.4  
  1.8445   30.47732   26.58013   -27.901    -31.79819   0.06884   165047.03+350438.3  
  1.8595   30.71054   26.32084   -27.6764   -32.0661    0.08027   024040.82-081309.9  
  1.869    30.90118   27.05419   -27.4912   -31.33818   0.02579   093359.34+551550.6  
  1.8711   31.13836   27.19508   -27.2552   -31.19848   0.02822   092541.34+131938.9  
  1.8747   31.39743   27.05928   -26.9982   -31.33635   0.03132   090516.66+340921.3  
  1.8771   31.16967   27.12108   -27.2273   -31.27589   0.03729   112216.75+670822.0  
  1.8818   30.4257    26.44986   -27.9739   -31.94974   0.05978   232736.48+000744.7  
  1.8821   30.9881    26.96279   -27.4117   -31.437     0.1317    160613.66+325554.2  
  1.8868   31.28556   27.13734   -27.1169   -31.26512   0.04065   142953.79+425110.5  
  1.891    30.56955   26.57104   -27.8353   -31.83381   0.09994   001131.42+004718.3  
  1.8936   30.68081   26.97052   -27.7255   -31.43579   0.02046   095834.04+024427.1  
  1.9017   30.67315   26.58143   -27.7377   -31.82943   0.08339   133542.49+375541.4  
  1.9076   31.16681   27.23226   -27.2473   -31.18186   0.03935   215703.71-073829.8  
  1.9094   31.21751   27.0707    -27.1976   -31.34441   0.05094   134349.10+402722.1  
  1.9171   30.92871   26.88883   -27.4907   -31.53058   0.10065   141937.26+062414.6  
  1.9186   31.00057   27.13104   -27.4197   -31.28923   0.05456   122934.73+015658.0  
  1.9235   30.76677   26.93965   -27.6562   -31.48333   0.05114   111842.28+212015.3  
  1.9292   31.4864    26.68488   -26.9397   -31.74122   0.04679   130048.11+282320.7  
  1.9394   30.97921   26.86639   -27.4525   -31.56531   0.05349   132558.08+073624.2  
  1.9441   31.202     27.23685   -27.2323   -31.19745   0.04348   121944.07+292849.3  
  1.9448   30.65318   26.61205   -27.7815   -31.82263   0.08245   004305.30+005130.2  
  1.9489   30.85942   26.97981   -27.5775   -31.45711   0.04316   152122.66+303102.4  
  1.9543   31.01079   27.153     -27.4291   -31.28689   0.05643   013723.81-082133.8  
  1.9569   31.23511   26.93233   -27.2062   -31.50898   0.08758   142737.72+424449.9  
  1.96     30.51699   26.94178   -27.926    -31.50121   0.0479    083853.85+194812.9  
  1.9627   31.04876   26.70116   -27.3957   -31.7433    0.10004   110449.13+381811.6  
  1.9654   31.24888   26.6678    -27.197    -31.77809   0.10436   080145.63+391314.9  
  1.9658   31.14913   27.02534   -27.297    -31.42079   0.04677   151503.00+122445.3  
  1.9709   31.41086   27.0067    -27.038    -31.44216   0.04174   095822.18+014524.1  
  1.9734   31.70583   27.27455   -26.7444   -31.17568   0.01938   124206.11+141921.0  
  1.9752   31.50621   26.73736   -26.945    -31.71385   0.05504   095636.42+690028.3  
  1.9813   31.04697   26.68091   -27.4075   -31.77356   0.07911   123151.66+255217.6  
  1.989    31.67538   27.59949   -26.7832   -30.85909   0.02992   075341.07+292309.9  
  1.9938   31.28335   27.41217   -27.1778   -31.04899   0.02603   121732.69+465829.3  
  1.9991   31.22388   27.04093   -27.2401   -31.42305   0.04241   114719.89+522923.1  
  2.0073   30.88482   27.10701   -27.5835   -31.36131   0.06881   141624.57+445156.4  
  2.0086   31.23504   26.98144   -27.234    -31.4876    0.13664   165051.08+344310.6  
  2.0306   31.57162   27.13531   -26.909    -31.34531   0.07269   112104.93+432141.6  
  2.0308   30.8843    26.75669   -27.5964   -31.72401   0.06546   033828.20+001951.8  
  2.0335   30.97481   26.75083   -27.5073   -31.73128   0.07843   170224.51+340539.0  
  2.0411   31.07369   27.08957   -27.4124   -31.39652   0.0895    092612.00+363531.3  
  2.0423   31.11178   26.80989   -27.3749   -31.6768    0.06868   111853.50+074945.9  
  2.0432   31.66156   27.49447   -26.8256   -30.9927    0.02916   125422.84+262005.1  
  2.0483   32.36182   28.04692   -26.128    -30.44289   0.01061   125005.72+263107.5  
  2.0554   30.66548   26.7369    -27.828    -31.75658   0.03989   100116.78+014053.5  
  2.0585   31.42528   27.14138   -27.0698   -31.35369   0.05936   130350.93+534839.5  
  2.0608   31.0784    26.96981   -27.4179   -31.52649   0.06409   125344.94+305820.4  
  2.0626   30.95879   26.5304    -27.5384   -31.96679   0.08203   151454.29+042210.8  
  2.0646   31.06304   27.03231   -27.4352   -31.46594   0.05177   150422.10-024556.8  
  2.0938   30.42415   26.65098   -28.089    -31.86217   0.04997   221755.20+001512.3  
  2.1034   31.15899   26.95225   -27.359    -31.56574   0.07406   083608.09+190250.7  
  2.1111   31.37146   27.33361   -27.1504   -31.18825   0.08458   163206.32+340946.4  
  2.1548   31.17009   26.87282   -27.3735   -31.67076   0.11559   141647.20+521115.2  
  2.1604   31.04938   27.0573    -27.497    -31.48908   0.04048   123527.36+392824.0  
  2.165    31.46189   27.19313   -27.0867   -31.35546   0.04369   122713.17+122803.9  
  2.1668   31.87      27.05433   -26.6795   -31.49517   0.08549   083417.12+354833.1  
  2.1764   31.20618   26.70428   -27.348    -31.8499    0.12484   111039.65+664253.4  
  2.1912   31.02305   27.04063   -27.5383   -31.52072   0.10029   080427.09+234135.3  
  2.1932   31.40335   26.49991   -27.159    -32.06244   0.16621   134825.14+270616.1  
  2.1934   30.86951   26.48759   -27.6929   -32.07483   0.08443   213231.09+101254.1  
  2.2248   31.45577   27.11589   -27.1217   -31.46158   0.04062   124220.07+023257.6  
  2.225    31.57675   27.39871   -27.0008   -31.17884   0.05294   142435.97+421030.4  
  2.2344   31.49263   27.10822   -27.0894   -31.47382   0.07435   145722.70-010800.9  
  0.036    29.0088    25.5544    -25.47256  -28.92696   0.1       xx                  
  0.042    29.31466   25.7935    -25.30441  -28.82557   0.1       xx                  
  0.045    28.6       25.58      -26.08089  -29.10089   0.1       xx                  
  0.046    28.8506    25.7258    -25.85001  -28.97481   0.1       xx                  
  0.052    29.0       25.7573    -25.81086  -29.05356   0.1       xx                  
  0.059    28.9138    25.6407    -26.01111  -29.28421   0.1       xx                  
  0.065    29.6165    25.9887    -25.39622  -29.02402   0.1       xx                  
  0.07     29.19378   25.8918    -25.88635  -29.18834   0.1       xx                  
  0.07     29.2254    25.9581    -25.85474  -29.12204   0.1       xx                  
  0.079    29.58547   25.6993    -25.60516  -29.49133   0.1       xx                  
  0.087    29.3       25.83      -25.97919  -29.44919   0.1       xx                  
  0.113    29.7001    26.1187    -25.82135  -29.40275   0.1       xx                  
  0.133    29.92098   26.301     -25.7533   -29.37327   0.1       xx                  
  0.155    30.09      26.44      -25.72928  -29.37928   0.1       xx                  
  0.165    29.99858   26.6853    -25.88036  -29.19364   0.1       xx                  
  0.165    30.20569   26.5241    -25.67325  -29.35484   0.1       xx                  
  0.178    29.84      25.99      -26.11167  -29.96167   0.1       xx                  
  0.202    29.89196   26.3353    -26.18191  -29.73857   0.1       xx                  
  3.055    30.63777   26.97269   -28.27317  -31.93825   0.1       xx                  
  3.07     30.95316   26.85551   -27.96289  -32.06054   0.1       xx                  
  3.093    30.72706   26.5747    -28.19678  -32.34914   0.1       xx                  
  3.098    30.96614   26.81891   -27.9594   -32.10662   0.1       xx                  
  3.114    31.54071   27.75085   -27.39019  -31.18006   0.1       xx                  
  3.15     31.13821   27.2037    -27.80468  -31.73919   0.1       xx                  
  3.152    30.8518    26.98655   -28.09175  -31.95701   0.1       xx                  
  3.181    31.45736   26.97055   -27.49574  -31.98255   0.1       xx                  
  3.194    30.69223   26.71942   -28.26512  -32.23793   0.1       xx                  
  3.22     31.00513   27.07266   -27.96066  -31.89313   0.1       xx                  
