# Quasar data set provided bei Risaliti & Lusso, Nature Astronomy, 2018. See also companion publication
# xz       xlo        xlx        xfo        xfx         xefx      namex               
  0.6636   29.47201   25.66073   -27.81181  -31.6231    0.05363   121341.50+671132.6  
  0.6638   30.07596   26.44141   -27.2081   -30.84265   0.02597   103422.98+004244.8  
  0.6641   29.93465   26.05676   -27.3499   -31.22778   0.04797   133927.80+481033.8  
  0.6645   30.01541   26.0455    -27.26973  -31.23964   0.02983   172256.71+321927.6  
  0.666    29.52524   25.98501   -27.76235  -31.30258   0.04385   161726.27+124609.9  
  0.6666   29.55922   25.8054    -27.72931  -31.48312   0.05074   023009.65-040115.5  
  0.6669   29.88718   26.07083   -27.40185  -31.2182    0.04385   124926.12+264101.3  
  0.6671   29.75255   25.90754   -27.53687  -31.38187   0.03277   082835.35+421000.5  
  0.6693   29.56597   25.58258   -27.72688  -31.71026   0.06495   105237.86+441343.2  
  0.6696   29.50044   25.80679   -27.79279  -31.48644   0.02802   023053.08-010235.7  
  0.6719   30.37393   26.76154   -26.92305  -30.53544   0.0098    163821.78+285902.3  
  0.6784   29.49019   25.69868   -27.81692  -31.60843   0.05466   101201.85+533950.8  
  0.6791   29.53039   25.99062   -27.7779   -31.31767   0.05457   153525.27+574459.9  
  0.6792   29.54449   25.89335   -27.76389  -31.41502   0.04892   100241.12+030938.7  
  0.6831   30.18378   26.52083   -27.13064  -30.79359   0.02112   144415.50+064321.2  
  0.6874   29.61592   26.13124   -27.70526  -31.18993   0.04076   022108.81-035944.0  
  0.6875   29.3415    25.20138   -27.97986  -32.11998   0.07449   024213.90-000138.4  
  0.6878   29.32336   25.6877    -27.99844  -31.6341    0.04771   101749.32+412259.3  
  0.6881   29.73703   25.86395   -27.58521  -31.45829   0.02473   132645.85+314959.9  
  0.6896   29.06414   25.49052   -28.26035  -31.83397   0.05913   021933.75-054920.1  
  0.6913   29.76568   25.60889   -27.56139  -31.71819   0.03073   083830.26+195626.7  
  0.6929   29.26801   25.50314   -28.06163  -31.8265    0.06412   022605.44-043226.8  
  0.6938   29.66424   25.91852   -27.6668   -31.41252   0.01194   021722.17-034553.0  
  0.6945   29.47049   26.05951   -27.8615   -31.27248   0.02479   090013.00+205414.7  
  0.6945   29.77208   25.89895   -27.55997  -31.4331    0.03601   141855.98+563044.6  
  0.6952   30.15348   26.1273    -27.17971  -31.20589   0.02017   022452.20-040519.5  
  0.6955   29.58619   26.18198   -27.74733  -31.15154   0.03565   074242.91+494300.6  
  0.6956   29.99723   26.16791   -27.33655  -31.16586   0.0157    112306.33+013749.6  
  0.6969   29.70942   26.14179   -27.62628  -31.19392   0.03175   131906.56+552212.6  
  0.6973   29.39525   25.92495   -27.94109  -31.41139   0.03047   015627.27+321509.0  
  0.6992   29.96288   26.15117   -27.3764   -31.18811   0.02218   095327.47+075615.9  
  0.7013   29.52995   25.73625   -27.81247  -31.60617   0.02575   121051.11+391324.4  
  0.7023   29.48127   26.03222   -27.8626   -31.31165   0.02953   105234.96+102414.4  
  0.7035   29.79328   26.12924   -27.55245  -31.21649   0.04372   111302.68+093009.6  
  0.7039   29.9761    26.1195    -27.3703   -31.2269    0.01938   111736.89+441408.0  
  0.7058   29.48474   25.8205    -27.86453  -31.52877   0.0392    153333.07+301547.1  
  0.7062   29.73891   26.35002   -27.61085  -30.99974   0.02041   020718.13-060405.7  
  0.7079   29.72609   26.16733   -27.62634  -31.1851    0.01905   124557.49+022657.2  
  0.7089   29.66603   26.42455   -27.68777  -30.92925   0.02905   130847.52-013919.0  
  0.7116   29.86553   26.19664   -27.49236  -31.16126   0.01591   122934.77+080932.9  
  0.7141   29.28283   25.79059   -28.07879  -31.57104   0.0191    103345.00+574910.8  
  0.7141   29.49742   25.31996   -27.86425  -32.04171   0.05617   085640.08+000621.8  
  0.7145   30.61337   26.8538    -26.74885  -30.50842   0.00492   021808.24-045845.2  
  0.7147   29.34939   25.87734   -28.01314  -31.48519   0.04013   022309.20-055319.4  
  0.7164   29.50986   25.76758   -27.85524  -31.59752   0.03917   020930.25-062729.4  
  0.7164   29.66196   26.24626   -27.7031   -31.1188    0.01385   092029.65+370018.7  
  0.7166   29.58784   26.28946   -27.77752  -31.0759    0.01348   130523.86+175618.8  
  0.7166   29.85414   26.00159   -27.51118  -31.36373   0.02435   142912.96+390541.5  
  0.7185   29.92608   25.87106   -27.44211  -31.49713   0.07608   091203.04+415128.0  
  0.7198   30.0731    26.23307   -27.29702  -31.13705   0.03385   135730.27+103023.0  
  0.72     30.40459   26.14554   -26.96575  -31.2248    0.02769   014921.61+054924.7  
  0.7211   29.95403   26.35286   -27.418    -31.01917   0.02391   154839.59+265821.8  
  0.7218   29.85624   25.94213   -27.51675  -31.43087   0.03706   150418.59+101841.9  
  0.7219   29.68433   26.11415   -27.68881  -31.25899   0.01799   022716.12-044539.1  
  0.7225   30.00975   26.03879   -27.36431  -31.33527   0.0589    012004.08+112044.2  
  0.7232   29.90965   26.70359   -27.46544  -30.6715    0.01166   020554.21-064609.6  
  0.7267   30.16478   26.41521   -27.21547  -30.96505   0.0268    103826.61+642727.5  
  0.7271   29.78014   25.62504   -27.60064  -31.75574   0.04592   011012.11+275553.7  
  0.7286   29.98373   26.15826   -27.39931  -31.22478   0.02867   011928.75+113254.9  
  0.7297   29.66739   25.62556   -27.71722  -31.75905   0.06478   095422.73+175259.3  
  0.7298   29.81177   26.4091    -27.57301  -30.97567   0.02858   130207.93+273414.2  
  0.73     29.82674   26.35171   -27.55831  -31.03334   0.01406   132607.26+074348.4  
  0.7324   29.52692   25.90737   -27.86167  -31.48121   0.03266   091757.27+303804.1  
  0.7349   29.97988   26.09345   -27.41235  -31.29878   0.01873   111539.57+181454.7  
  0.7368   29.91224   26.07203   -27.48261  -31.32282   0.04754   152659.34+514542.4  
  0.7378   30.0095    26.30672   -27.38691  -31.08969   0.0159    123717.38+131656.0  
  0.7386   29.97599   26.51495   -27.42152  -30.88256   0.02061   133823.06+390535.3  
  0.7414   29.91511   26.3425    -27.48647  -31.05909   0.01675   231537.69+015002.5  
  0.7418   29.86816   26.37087   -27.534    -31.03128   0.01936   163352.22+331349.9  
  0.7423   29.8097    26.10738   -27.59308  -31.2954    0.03508   021320.16-050751.1  
  0.7452   29.243     25.73012   -28.16396  -31.67684   0.05068   100001.58+130050.0  
  0.7466   29.3363    25.90451   -28.07269  -31.50449   0.01715   123629.35+290139.1  
  0.7467   29.52779   26.31308   -27.88137  -31.09608   0.02061   234718.72+153919.9  
  0.7473   30.23761   26.76848   -27.17232  -30.64146   0.01007   113637.34+154831.3  
  0.75     29.38824   26.0849    -28.0256   -31.32894   0.02042   023421.85-085848.9  
  0.7511   29.58279   25.77418   -27.83255  -31.64116   0.02084   021756.83-035316.6  
  0.752    29.88886   26.30941   -27.52785  -31.1073    0.03016   115408.54+593534.5  
  0.7545   29.56471   26.11224   -27.85557  -31.30804   0.03568   021902.96-062107.4  
  0.7553   30.08191   25.93455   -27.33947  -31.48684   0.02556   133602.21+515143.7  
  0.7597   29.75911   25.92314   -27.66838  -31.50435   0.05016   011954.56+001103.8  
  0.7603   30.13732   26.74624   -27.29106  -30.68215   0.01648   011547.03+331239.5  
  0.7606   30.46789   26.93807   -26.9609   -30.49071   0.00699   022244.40-043347.0  
  0.762    30.3303    26.18183   -27.10039  -31.24887   0.03089   092118.48+295735.2  
  0.763    29.41706   26.15692   -28.0151   -31.27523   0.02663   104057.03-010600.8  
  0.7632   29.77033   26.07458   -27.66213  -31.35788   0.03499   021532.32-060340.6  
  0.7642   29.404     25.67337   -28.02978  -31.76041   0.04924   093634.08+354807.1  
  0.7653   29.77434   26.24919   -27.66102  -31.18618   0.02896   020328.65-045737.8  
  0.7657   29.66187   25.87489   -27.77399  -31.56098   0.06574   102550.89+470759.9  
  0.7659   30.27778   26.31723   -27.15845  -31.119     0.02724   021317.42-055415.4  
  0.7665   30.22165   26.6097    -27.21539  -30.82735   0.02488   075258.97+291427.2  
  0.7667   29.64652   25.90661   -27.79078  -31.53069   0.02061   083734.70+060644.3  
  0.7679   30.7438    26.07244   -26.69525  -31.3666    0.06474   021322.56-054100.3  
  0.77     29.98096   26.28188   -27.46098  -31.16006   0.01953   022003.08-035247.3  
  0.7718   29.76678   25.59162   -27.67758  -31.85274   0.08534   085708.15+054157.3  
  0.7721   29.84718   26.20955   -27.59756  -31.23519   0.02418   103948.64+642737.8  
  0.7724   29.76969   25.8856    -27.67559  -31.55968   0.04112   020706.11-041416.8  
  0.7735   29.50715   26.20061   -27.93951  -31.24606   0.0182    090652.87+163540.1  
  0.7761   30.14481   26.10643   -27.30551  -31.34389   0.02074   113756.89+215245.7  
  0.7764   29.96846   26.05974   -27.48231  -31.39103   0.02988   021439.52-034722.4  
  0.7789   29.37745   25.77607   -28.07672  -31.6781    0.03285   123118.41+011425.1  
  0.7789   29.81139   26.30372   -27.6427   -31.15036   0.02039   080121.95+184213.5  
  0.7796   29.72432   26.51263   -27.73084  -30.94253   0.01551   000325.40+020155.7  
  0.7804   30.95835   27.36795   -26.49786  -30.08827   0.0094    023322.16-045506.8  
  0.7845   29.32837   26.00928   -28.13338  -31.45247   0.02283   015730.93+320747.1  
  0.7847   29.77627   26.02186   -27.68584  -31.44026   0.02217   111217.52+133001.2  
  0.7852   29.33524   25.85596   -28.12749  -31.60677   0.03642   095627.77+270934.1  
  0.7858   30.04146   26.03176   -27.42215  -31.43185   0.0247    112029.40+132357.6  
  0.789    30.11674   25.74664   -27.35117  -31.72127   0.04338   022317.71-024805.7  
  0.7947   30.22542   26.22425   -27.25022  -31.25139   0.02058   091304.83+530146.1  
  0.7978   29.90292   26.26948   -27.57687  -31.2103    0.01966   234723.07-021004.1  
  0.7987   29.3399    26.03503   -28.14101  -31.44588   0.033     103341.69+650125.1  
  0.7996   29.73209   26.13099   -27.75013  -31.35123   0.01918   132021.15+331609.6  
  0.7999   29.35831   25.88597   -28.1242   -31.59654   0.04274   152302.59+274202.8  
  0.802    29.41311   25.61353   -28.07224  -31.87183   0.04039   094131.26+384615.8  
  0.8029   29.8231    25.78933   -27.66351  -31.69729   0.02907   165207.89+345828.1  
  0.8053   30.02422   26.11484   -27.46547  -31.37486   0.03483   082729.33+263409.5  
  0.8065   30.15014   26.19433   -27.34114  -31.29695   0.02919   022103.07-054519.1  
  0.8068   29.56087   25.78735   -27.93086  -31.70438   0.03497   150409.56+102228.8  
  0.8077   29.35115   25.88243   -28.14173  -31.61046   0.01866   141651.26+522046.3  
  0.8098   29.77885   25.95531   -27.7168   -31.54035   0.05193   162823.25+273049.5  
  0.8103   29.38361   25.96771   -28.11277  -31.52867   0.02914   012224.17+005647.2  
  0.8108   29.61195   26.01347   -27.88501  -31.48349   0.03559   120018.96+553348.3  
  0.8111   29.51439   25.5744    -27.98308  -31.92306   0.04831   022100.43-045717.8  
  0.8114   29.94251   26.20712   -27.55532  -31.2907    0.03508   103427.11+601051.9  
  0.8141   29.91383   26.48027   -27.58753  -31.02109   0.02922   075912.15+352755.5  
  0.8154   29.56631   25.92949   -27.93675  -31.57356   0.02856   232523.30+284033.8  
  0.8186   29.77076   25.97131   -27.73648  -31.53593   0.04291   021410.25-033134.5  
  0.8221   29.45245   26.2477    -28.05938  -31.26414   0.02287   022032.41-040332.2  
  0.8258   30.57902   26.71835   -26.93761  -30.79828   0.03605   123848.61+614354.5  
  0.827    29.91111   26.32375   -27.60702  -31.19439   0.01739   022118.45-042238.6  
  0.828    29.73074   25.94739   -27.78871  -31.57205   0.02371   151652.68+064407.3  
  0.8303   29.76404   25.9137    -27.7584   -31.60874   0.04616   133731.49+102044.0  
  0.8309   30.34915   26.89015   -27.17399  -30.63298   0.03618   021628.45-040147.0  
  0.8357   29.66682   26.3069    -27.86247  -31.2224    0.06799   104852.86+504912.6  
  0.8363   29.96802   26.30092   -27.56205  -31.22915   0.01411   111832.89+074901.4  
  0.8392   29.75445   25.72834   -27.77932  -31.80544   0.06118   140548.17+525041.0  
  0.8408   29.58196   25.5339    -27.95392  -32.00198   0.03381   081342.85+254143.0  
  0.8419   29.67307   26.09393   -27.86418  -31.44332   0.03936   090019.42+391436.5  
  0.8432   30.41061   25.98023   -27.12828  -31.55866   0.03205   022317.43-044032.8  
  0.8435   29.67726   26.08384   -27.862    -31.45542   0.03249   103034.42+505028.5  
  0.844    29.44796   26.17939   -28.09196  -31.36054   0.02689   095743.11+013947.7  
  0.845    29.95985   26.337     -27.58134  -31.20419   0.03726   213150.56+100244.5  
  0.8469   29.61171   26.03313   -27.93192  -31.51051   0.0262    143219.32+132520.1  
  0.8479   29.89689   25.99174   -27.64796  -31.55311   0.0441    021345.98-041505.5  
  0.8505   29.75449   26.27788   -27.79369  -31.2703    0.02569   082339.35+223738.3  
  0.8534   29.65783   25.79615   -27.894    -31.75568   0.04516   022135.37-040312.1  
  0.854    29.21824   26.00915   -28.33429  -31.54338   0.03678   023044.15-085950.3  
  0.8542   29.74758   26.47158   -27.80521  -31.0812    0.02205   120842.08+465826.1  
  0.857    29.7096    26.3685    -27.84668  -31.18778   0.01233   122922.14+075332.5  
  0.8583   30.11985   26.29545   -27.43806  -31.26246   0.04296   020901.48-050419.0  
  0.8586   29.5578    26.04331   -28.00045  -31.51494   0.03105   132950.94+581747.2  
  0.8599   29.51925   25.75007   -28.0407   -31.80988   0.05056   022802.14-040810.5  
  0.8599   30.01995   26.07463   -27.53998  -31.4853    0.04657   013922.69+001002.8  
  0.8604   29.56974   25.75969   -27.99079  -31.80085   0.0315    100359.12+410800.5  
  0.861    29.78656   26.16494   -27.77474  -31.39636   0.02946   100813.40+535124.4  
  0.861    29.89316   26.5421    -27.66814  -31.01919   0.01794   114749.58+522540.3  
  0.8611   29.77157   26.06617   -27.78979  -31.49518   0.03533   020246.57-050927.6  
  0.8628   30.32899   26.09139   -27.23454  -31.47214   0.03646   022540.81-033521.4  
  0.8647   29.6823    26.50599   -27.8836   -31.05991   0.01862   073226.57+314212.8  
  0.8657   29.82792   26.52111   -27.73916  -31.04598   0.01166   021401.30-051038.9  
  0.866    29.7107    26.44388   -27.85681  -31.12362   0.01928   122818.81+122719.7  
  0.8673   29.28509   25.87457   -28.28398  -31.69451   0.03253   092809.08+184940.3  
  0.8678   29.83042   26.09645   -27.73932  -31.47328   0.05047   101435.15+492803.0  
  0.8687   29.76881   25.66833   -27.80195  -31.90243   0.07802   021632.62-035557.0  
  0.8696   29.64362   26.01924   -27.92829  -31.55267   0.03803   221710.62+000251.7  
  0.8723   29.23254   26.16583   -28.34266  -31.40936   0.0235    022509.79-051246.5  
  0.873    29.4279    25.65216   -28.14818  -31.92393   0.04352   144957.50+090220.0  
  0.8755   29.87389   26.25551   -27.70531  -31.32368   0.01336   102332.90+042135.2  
  0.8762   29.78425   25.7173    -27.7958   -31.86275   0.05502   020709.32-065402.4  
  0.8835   30.42002   26.36235   -27.16889  -31.22657   0.02097   021557.63-045009.6  
  0.8846   29.48388   26.17008   -28.10639  -31.42019   0.0167    084122.40+193346.9  
  0.8873   29.8209    26.04672   -27.77261  -31.54678   0.0237    083712.41+061827.3  
  0.8874   29.59281   25.54043   -28.00075  -32.05313   0.08436   120929.81+470947.8  
  0.8896   29.60165   26.01613   -27.99463  -31.58015   0.03394   115523.97+233708.4  
  0.89     29.51398   25.91299   -28.08276  -31.68375   0.03139   012619.56+015137.8  
  0.8904   29.55821   25.56828   -28.039    -32.02894   0.05322   021858.87-042356.4  
  0.8908   29.64984   25.83773   -27.94784  -31.75995   0.04947   124514.47+672542.4  
  0.891    30.60201   26.5952    -26.99591  -31.00271   0.01636   020326.22-051020.5  
  0.894    29.45622   25.87878   -28.14532  -31.72277   0.04292   082337.67+160028.3  
  0.896    30.3105    26.3233    -27.29344  -31.28064   0.01986   101858.58+412455.9  
  0.8961   30.02554   26.28868   -27.57855  -31.31541   0.04296   100756.44+130131.7  
  0.8965   29.92128   26.33479   -27.6833   -31.26979   0.01608   124737.18+672204.2  
  0.9009   30.08203   26.47821   -27.52771  -31.13153   0.02352   151526.70+365203.2  
  0.9021   29.66485   26.33776   -27.94638  -31.27348   0.01908   103816.30+533652.5  
  0.903    30.32295   26.42694   -27.28933  -31.18534   0.02709   023015.01-044504.6  
  0.9041   29.90172   26.12362   -27.71187  -31.48996   0.03604   091843.38+513855.8  
  0.9088   29.97631   26.18573   -27.64286  -31.43344   0.0388    023351.55-040547.1  
  0.9107   30.12485   26.38034   -27.49658  -31.24109   0.02862   120443.53+020100.6  
  0.9125   29.42005   26.05887   -28.20344  -31.56462   0.03334   021701.20-053310.9  
  0.913    30.29115   26.60394   -27.33295  -31.02016   0.02925   142514.31+421639.0  
  0.915    29.28255   25.19085   -28.34388  -32.43558   0.08853   022507.14-051021.1  
  0.9159   30.13111   25.96226   -27.49638  -31.66523   0.04737   092111.18+510703.9  
  0.9162   30.16703   25.94974   -27.4608   -31.67808   0.03622   153416.37+232629.9  
  0.919    29.57695   25.99659   -28.05416  -31.63452   0.02073   213700.28+003526.4  
  0.9201   29.52717   26.06496   -28.10518  -31.56739   0.03685   022534.82-042401.6  
  0.9215   30.29024   26.37454   -27.34377  -31.25947   0.03293   022537.16-042132.9  
  0.9222   29.65241   25.64922   -27.98239  -31.98558   0.07663   103227.12+401333.8  
  0.9257   30.22891   26.85607   -27.40994  -30.78278   0.0204    131103.20+551354.3  
  0.93     29.47192   25.95733   -28.17189  -31.68649   0.028     021752.66-051535.7  
  0.9337   29.53303   26.33455   -28.11513  -31.31362   0.02745   083508.49+140732.3  
  0.935    29.79154   26.45873   -27.85808  -31.19089   0.01905   004514.47-014054.4  
  0.9352   30.00452   26.52987   -27.64533  -31.11999   0.01775   085342.95+180639.0  
  0.937    30.87501   26.95432   -26.77685  -30.69755   0.01048   094735.08+583046.4  
  0.9416   30.01002   26.05377   -27.64716  -31.60341   0.0502    104555.89+485551.3  
  0.9419   29.64039   25.69505   -28.01712  -31.96246   0.06799   02216.547-050557.9  
  0.943    30.06825   25.82089   -27.59051  -31.83787   0.06064   022201.81-041329.2  
  0.9439   30.24077   26.6841    -27.41903  -30.97571   0.02123   135605.22+050322.0  
  0.9444   29.55129   26.25035   -28.10908  -31.41001   0.01393   103338.13+574544.4  
  0.9453   29.84709   26.41276   -27.81425  -31.24858   0.02511   105724.11+574650.1  
  0.9463   29.82425   26.1546    -27.83831  -31.50796   0.02298   002707.56+170617.8  
  0.9519   30.14527   26.01695   -27.52359  -31.65192   0.06361   011335.11+001218.0  
  0.9563   30.2361    26.59567   -27.43764  -31.07807   0.02192   140726.46+524710.6  
  0.9568   29.42623   26.00491   -28.24813  -31.66946   0.02821   021626.53-045308.3  
  0.9607   29.88687   26.39992   -27.79188  -31.27883   0.02678   104934.49+591956.2  
  0.9662   30.07334   26.41261   -27.61154  -31.27226   0.01895   153248.55+043948.4  
  0.9665   29.91986   25.68041   -27.76533  -32.00478   0.05596   022005.58-050928.8  
  0.9713   30.31704   26.19098   -27.37343  -31.49949   0.06078   023435.57-042131.0  
  0.974    29.43812   25.54958   -28.25539  -32.14392   0.05925   022048.82-040819.5  
  0.9766   29.32088   26.18415   -28.37546  -31.51219   0.03518   024208.80+000203.6  
  0.983    30.13882   26.49324   -27.56452  -31.2101    0.0401    152047.63+303008.4  
  0.9842   30.22604   26.09541   -27.47863  -31.60926   0.0369    021912.65-041112.3  
  0.9846   30.06798   26.48086   -27.63711  -31.22423   0.01206   115550.30+232357.0  
  0.985    29.60802   26.09245   -28.0975   -31.61307   0.0209    082954.34+375823.9  
  0.9884   30.07188   26.46847   -27.63737  -31.24078   0.02634   145141.51+185505.9  
  0.9907   30.39732   26.62254   -27.31435  -31.08912   0.03066   085850.14+170736.3  
  0.9927   30.17182   26.78293   -27.54202  -30.93091   0.01262   084213.48+195628.7  
  0.9958   29.39134   25.64298   -28.32589  -32.07425   0.04487   022237.41-034843.2  
  0.996    29.76008   26.19801   -27.95736  -31.51943   0.02618   083057.55+375152.7  
  0.9987   30.21344   26.44688   -27.50694  -31.27349   0.01999   145006.94+085924.7  
  0.999    30.41784   26.79856   -27.30283  -30.92211   0.0218    020816.10-042552.0  
  1.0066   30.39883   26.99985   -27.32997  -30.72895   0.02355   000442.18+000023.3  
  1.0094   29.52146   25.78279   -28.21036  -31.94902   0.02896   081645.10+482631.9  
  1.0167   30.15806   26.23034   -27.5815   -31.50922   0.01293   123706.83+621702.5  
  1.018    30.19092   26.37854   -27.54997  -31.36235   0.03614   022853.41-054549.8  
  1.0211   29.89987   26.0226    -27.84424  -31.72152   0.05371   114521.74+471922.5  
  1.0215   29.64419   26.26882   -28.10039  -31.47577   0.01647   012555.40-011117.8  
  1.0237   30.0769    26.30019   -27.66997  -31.44667   0.02066   105618.22+574501.6  
  1.025    29.86866   26.51717   -27.8796   -31.23109   0.01164   141649.44+522531.1  
  1.025    29.95996   26.23491   -27.78828  -31.51332   0.03431   021517.33-034448.5  
  1.0255   30.14099   26.3764    -27.60781  -31.37239   0.02463   125528.82+271329.9  
  1.0262   30.12232   25.96228   -27.6272   -31.78724   0.0334    123139.80+641124.8  
  1.0268   29.68345   25.91659   -28.0667   -31.83355   0.02972   021647.75-051713.4  
  1.029    29.69215   25.84914   -28.06029  -31.90331   0.03832   022144.75-033138.8  
  1.0316   29.99138   26.33785   -27.7638   -31.41732   0.04711   020040.04-092041.6  
  1.034    29.30849   25.96792   -28.44912  -31.78969   0.03167   141650.92+521528.8  
  1.0341   30.2957    26.98405   -27.46211  -30.77376   0.00823   125717.34+265117.1  
  1.0382   29.73731   25.87762   -28.02474  -31.88444   0.03419   084854.46+445150.0  
  1.04     29.92612   26.47478   -27.83774  -31.28909   0.02167   151728.26-004018.9  
  1.0433   29.67135   26.0182    -28.09586  -31.74902   0.04133   021642.26-051801.7  
  1.05     30.2505    26.04893   -27.52364  -31.72521   0.05139   022741.24-051237.9  
  1.0502   29.97999   26.05867   -27.79435  -31.71567   0.05382   022104.64-044240.0  
  1.053    30.20645   26.6961    -27.57076  -31.08111   0.0115    092648.93+362353.6  
  1.0577   30.1419    26.60943   -27.64014  -31.17261   0.0396    020734.71-070256.5  
  1.059    30.49724   26.93523   -27.28605  -30.84806   0.01684   114343.31+200557.2  
  1.0606   29.75984   26.16823   -28.02508  -31.61669   0.02923   021641.63-045226.1  
  1.0631   30.34513   26.73378   -27.44238  -31.05373   0.02125   131244.92+171941.2  
  1.0673   29.66643   26.13299   -28.12528  -31.65873   0.03319   225712.70+053311.9  
  1.07     29.36483   25.87276   -28.42959  -31.92165   0.04983   230313.82+085928.5  
  1.0726   30.18622   26.60993   -27.61082  -31.18712   0.02877   140739.16+525850.8  
  1.0732   30.23887   26.50763   -27.55879  -31.29002   0.0563    085007.42+443929.9  
  1.0765   29.45901   25.99773   -28.34192  -31.8032    0.03159   074517.85+392242.3  
  1.0779   30.23481   26.0973    -27.56755  -31.70506   0.06624   023054.38-042357.6  
  1.0802   29.84638   26.01493   -27.95823  -31.78967   0.06188   021734.98-042951.6  
  1.0836   30.53692   26.60673   -27.27102  -31.20121   0.0139    115504.16+233117.9  
  1.084    29.89056   26.05909   -27.91784  -31.74931   0.05161   022306.05-043323.9  
  1.0859   29.67064   25.99308   -28.13966  -31.81723   0.04779   022646.25-045155.4  
  1.0899   29.57903   25.94535   -28.23515  -31.86883   0.03643   021756.48-050651.8  
  1.0908   29.94859   26.16885   -27.86653  -31.64626   0.03542   133028.61+471604.1  
  1.0944   29.9772    25.93381   -27.84142  -31.88482   0.05453   125759.11+473654.9  
  1.1004   29.98353   25.96315   -27.841    -31.86138   0.04794   021734.89-043344.2  
  1.1086   30.02049   25.99867   -27.812    -31.83382   0.05974   022137.90-051336.8  
  1.1089   30.22958   26.50927   -27.60319  -31.32351   0.0229    125128.68+273456.3  
  1.109    30.17267   26.30564   -27.66022  -31.52724   0.02697   021702.19-035453.6  
  1.1182   29.46622   26.19043   -28.37553  -31.65132   0.03136   022527.65-050639.0  
  1.1199   30.70549   26.81914   -27.13789  -31.02424   0.02973   020727.49-062718.8  
  1.121    29.69198   25.84768   -28.15248  -31.99678   0.0403    021524.66+003159.4  
  1.122    30.17286   26.82443   -27.67255  -31.02098   0.01501   134327.49+402427.9  
  1.1228   30.22355   26.41043   -27.62261  -31.43573   0.03548   102002.34+450158.4  
  1.1239   30.19143   26.35872   -27.65582  -31.48853   0.04384   121001.09+500006.8  
  1.1255   30.5671    26.56457   -27.28165  -31.28418   0.04157   020538.31-051254.2  
  1.126    29.6825    26.19036   -28.16674  -31.65888   0.03522   022128.97-035438.6  
  1.1297   30.12614   26.30044   -27.72659  -31.55229   0.03684   232917.48+033319.0  
  1.131    31.32512   27.46175   -26.52886  -30.39223   0.01331   020930.77-043826.1  
  1.134    30.13927   26.25834   -27.71758  -31.59851   0.0397    103143.66+505006.1  
  1.1346   30.12544   26.7327    -27.73201  -31.12476   0.01977   103211.08+505320.9  
  1.1451   30.36334   26.71096   -27.50403  -31.15641   0.03023   141512.35+362229.9  
  1.1452   30.32534   26.62429   -27.54207  -31.24312   0.03025   095647.58+270448.4  
  1.1473   29.9861    26.2815    -27.88327  -31.58787   0.01907   213721.85+002222.6  
  1.1476   29.61663   25.64578   -28.25301  -32.22387   0.06102   115505.81+232100.5  
  1.1478   30.40876   26.49469   -27.46105  -31.37512   0.03157   021744.21-055712.7  
  1.1492   29.63894   25.91132   -28.23225  -31.95986   0.03684   115505.87+232854.8  
  1.1502   30.40386   26.53277   -27.46824  -31.33934   0.05231   023031.37-045040.3  
  1.1505   30.1242    26.86353   -27.7482   -31.00886   0.0171    131022.02+301951.1  
  1.1517   30.28064   26.17576   -27.59284  -31.69772   0.06663   020406.69-050819.8  
  1.1551   30.37906   26.34823   -27.49764  -31.52847   0.04727   020704.33-065641.7  
  1.1553   30.42899   26.5661    -27.44789  -31.31077   0.03045   120635.22+442115.9  
  1.1557   30.46153   26.63764   -27.41568  -31.23957   0.02085   134440.23+555648.0  
  1.1559   30.27396   26.18685   -27.60346  -31.69057   0.04871   021631.36-043207.9  
  1.156    30.34907   26.18526   -27.52844  -31.69225   0.04808   022501.70-040754.4  
  1.1607   30.19777   26.33073   -27.68407  -31.5511    0.03639   125608.57+564843.7  
  1.1607   30.45427   26.46139   -27.42757  -31.42045   0.03383   021849.87-035835.3  
  1.1645   30.939     26.87057   -26.94634  -31.01477   0.0299    023004.07-044232.8  
  1.1748   30.93158   27.11782   -26.96323  -30.77699   0.00926   021511.50-034307.8  
  1.1816   30.88847   26.69944   -27.01261  -31.20163   0.01881   022533.79-050802.1  
  1.1993   29.47442   25.66369   -28.44264  -32.25337   0.05042   022356.68-041106.2  
  1.2039   29.9027    26.00174   -28.01846  -31.91941   0.05136   021958.76-045220.0  
  1.2056   30.27239   26.30964   -27.65025  -31.613     0.0452    022547.15-025532.1  
  1.2075   30.47439   26.36623   -27.44999  -31.55815   0.0447    114634.10+472801.8  
  1.2096   30.09838   26.29757   -27.82782  -31.62863   0.04193   121110.69+504209.1  
  1.2175   30.05252   26.41021   -27.88069  -31.52299   0.05091   154000.80+170138.1  
  1.223    29.4587    26.45827   -28.47935  -31.47979   0.02627   141734.86+522810.8  
  1.2245   29.96917   26.16887   -27.97022  -31.77053   0.04754   022004.40-052812.7  
  1.2249   31.19693   26.96596   -26.7428   -30.97377   0.0466    022422.27-031054.6  
  1.2253   30.58428   26.55688   -27.35583  -31.38324   0.06576   021551.87-061733.6  
  1.2332   29.81736   26.252     -28.12962  -31.69498   0.03926   022530.82-052554.1  
  1.234    30.19067   26.23685   -27.757    -31.71082   0.02289   100049.91+020459.9  
  1.2345   30.28432   26.23743   -27.66374  -31.71063   0.05199   113441.83+490918.5  
  1.24     31.04082   26.72393   -26.91204  -31.22893   0.04754   023055.54-052444.7  
